"veiculo","ano","marca","categoria","sexo_condutor","idade_condutor","estado","valor_sinistro"
"Corolla",2018,"Ford","Picape","Feminino",58,"AL",24554.8002444906
"Onix",2024,"Ford","Perua","Masculino",36,"RS",69826.3418982737
"Onix",2002,"Hyundai","Picape","Feminino",18,"PI",72022.9297399521
"Jeep Renegade",2001,"Ford","Perua","Masculino",27,"MG",108769.230150711
"HB20",2004,"Hyundai","Crossover","Masculino",29,"RR",156755.851030722
"Civic",2007,"Toyota","Furgão","Feminino",42,"RJ",27148.7112219911
"Fox",2015,"Hyundai","Sedan","Feminino",59,"AC",29147.8823571
"Onix",2010,"Hyundai","Crossover","Masculino",40,"AM",44658.0985581037
"HB20",2020,"Hyundai","SUV","Feminino",36,"MG",195924.770995928
"Onix",2002,"Chevrolet","Furgão","Feminino",43,"RS",44396.1989686126
"Onix",2023,"Chevrolet","Picape","Feminino",36,"GO",185021.471279114
"Fox",2004,"Jeep","SUV","Feminino",34,"AM",112730.99037814
"Gol",2023,"Jeep","Crossover","Feminino",42,"BA",10627.110300865
"Corolla",2013,"Toyota","Minivan","Masculino",52,"PR",26774.8549352167
"Ka",2017,"Toyota","SUV","Feminino",18,"MG",242230.763809173
"Civic",2005,"Volkswagen","SUV","Feminino",27,"PA",56995.8614579169
"HB20",2006,"Hyundai","Furgão","Feminino",33,"AP",126791.85090398
"HB20",2011,"Toyota","Furgão","Feminino",21,"RS",19256.4589945832
"Onix",2022,"Chevrolet","Crossover","Feminino",34,"AL",184457.525111525
"Gol",2005,"Ford","SUV","Feminino",55,"RJ",20605.925735319
"Corolla",2010,"Jeep","Crossover","Feminino",53,"RN",7181.85427074786
"Corolla",2014,"Ford","Minivan","Masculino",23,"DF",293954.044876783
"Creta",2005,"Ford","Crossover","Masculino",26,"RN",100608.271469292
"Corolla",2024,"Volkswagen","Esportivo","Masculino",54,"ES",17184.1228369158
"Jeep Renegade",2014,"Volkswagen","Furgão","Feminino",41,"DF",9929.70901525114
"Gol",2016,"Chevrolet","Furgão","Feminino",29,"MG",137761.190774501
"Civic",2007,"Toyota","Sedan","Feminino",22,"PE",214204.201616161
"Creta",2012,"Volkswagen","Sedan","Masculino",26,"PA",154936.288875435
"Fox",2019,"Toyota","Sedan","Feminino",62,"AP",33798.950693896
"Onix",2001,"Hyundai","Furgão","Feminino",60,"ES",41568.507821206
"Fox",2021,"Volkswagen","Perua","Feminino",23,"TO",126048.656528466
"Onix",2005,"Toyota","Furgão","Masculino",29,"RS",8707.94245467987
"Prisma",2019,"Volkswagen","Crossover","Masculino",55,"MT",8747.37857207656
"Onix",2011,"Honda","Esportivo","Feminino",43,"AM",61817.1033837134
"Fox",2013,"Jeep","Minivan","Masculino",52,"MT",41113.9744392829
"Fox",2001,"Jeep","Furgão","Masculino",49,"AP",80558.6138311075
"HB20",2003,"Chevrolet","Esportivo","Feminino",50,"GO",16624.8705706792
"Onix",2017,"Volkswagen","Esportivo","Masculino",19,"RR",16513.6379276868
"Corolla",2022,"Honda","Furgão","Feminino",41,"PB",71802.4239989463
"Prisma",2009,"Jeep","Esportivo","Feminino",27,"PR",78904.4465750223
"Civic",2021,"Hyundai","Picape","Masculino",45,"ES",69799.4357937481
"Fox",2005,"Jeep","Sedan","Feminino",31,"SE",151166.484167427
"Onix",2008,"Jeep","Esportivo","Masculino",64,"ES",5824.24296850804
"Gol",2005,"Hyundai","Picape","Masculino",53,"MA",3912.6166992588
"Civic",2015,"Toyota","Picape","Masculino",64,"AM",36437.2579068644
"Corolla",2009,"Toyota","Picape","Masculino",19,"PI",97574.5050613303
"Fox",2021,"Ford","Perua","Feminino",26,"PA",153756.508180173
"Corolla",2013,"Chevrolet","Esportivo","Feminino",51,"MS",47756.5064603696
"Prisma",2012,"Chevrolet","Furgão","Feminino",28,"AM",79243.6209395295
"Ka",2015,"Ford","Hatch","Masculino",38,"MT",134321.081327484
"Onix",2017,"Jeep","Hatch","Feminino",29,"RJ",3861.7109344108
"Jeep Renegade",2022,"Ford","Esportivo","Masculino",40,"MS",156882.295245118
"Ka",2002,"Toyota","Hatch","Feminino",32,"ES",123418.276935536
"Ka",2020,"Hyundai","Esportivo","Feminino",46,"SE",40749.1994012147
"Civic",2007,"Volkswagen","SUV","Feminino",33,"CE",96776.3723748503
"Creta",2007,"Jeep","Furgão","Masculino",40,"DF",162249.941437691
"Onix",2018,"Volkswagen","Crossover","Masculino",60,"BA",40822.7286363021
"Jeep Renegade",2003,"Toyota","Furgão","Feminino",63,"RR",3411.24791402835
"Civic",2000,"Toyota","SUV","Masculino",65,"MA",27409.5595138613
"Jeep Renegade",2002,"Toyota","Picape","Masculino",53,"AM",44093.4634909965
"Jeep Renegade",2024,"Jeep","SUV","Masculino",47,"ES",97487.6900139498
"Civic",2021,"Chevrolet","Minivan","Masculino",58,"AP",41567.727542622
"Jeep Renegade",2016,"Jeep","Perua","Feminino",34,"RO",172927.767071617
"Jeep Renegade",2017,"Chevrolet","Crossover","Feminino",52,"AL",5697.94984022155
"Creta",2000,"Ford","Furgão","Masculino",46,"PA",39298.9835194545
"Gol",2008,"Volkswagen","Picape","Masculino",54,"MT",19968.1644271826
"Gol",2003,"Toyota","Hatch","Masculino",47,"RN",40398.5430334229
"Civic",2008,"Toyota","Hatch","Masculino",37,"RN",137611.680360278
"Creta",2021,"Volkswagen","Furgão","Feminino",32,"ES",88417.8279395215
"Fox",2011,"Toyota","Minivan","Masculino",44,"PB",52746.387253236
"HB20",2010,"Honda","Esportivo","Feminino",49,"MT",76785.6015804922
"Prisma",2013,"Jeep","SUV","Masculino",25,"AL",44533.852154226
"Creta",2006,"Honda","Perua","Masculino",63,"RO",9838.4088127641
"Prisma",2009,"Ford","Hatch","Masculino",21,"AC",127342.827224568
"Prisma",2003,"Volkswagen","Esportivo","Masculino",29,"AP",56049.4599570055
"Creta",2000,"Chevrolet","Perua","Masculino",37,"SE",190713.364298642
"Gol",2024,"Volkswagen","Picape","Feminino",58,"RN",49410.5070629623
"Creta",2024,"Ford","Esportivo","Feminino",19,"DF",152446.312535251
"Onix",2001,"Honda","Perua","Masculino",25,"PI",136795.381377381
"Corolla",2004,"Chevrolet","Furgão","Feminino",59,"PR",12092.9451863281
"Ka",2012,"Ford","Hatch","Masculino",32,"RN",120489.086509147
"Gol",2010,"Jeep","Crossover","Feminino",36,"RN",144578.79577917
"HB20",2004,"Jeep","Picape","Feminino",26,"PE",126874.768230738
"Creta",2010,"Jeep","Furgão","Feminino",21,"MS",61675.2001789631
"Gol",2005,"Honda","Crossover","Masculino",37,"MS",189756.342117558
"Creta",2007,"Jeep","Crossover","Masculino",58,"PA",32817.6737699891
"Corolla",2002,"Hyundai","Hatch","Feminino",21,"RS",64707.8353064368
"Onix",2017,"Jeep","Crossover","Masculino",22,"RN",182968.992948392
"Fox",2001,"Chevrolet","Perua","Feminino",44,"SC",68036.8546711514
"Jeep Renegade",2021,"Ford","Minivan","Masculino",34,"MT",31902.2734276019
"Civic",2019,"Ford","Perua","Feminino",55,"PA",37376.6974572092
"Creta",2000,"Ford","Furgão","Masculino",19,"RR",217068.051954545
"Gol",2000,"Jeep","Esportivo","Masculino",53,"RR",7538.31445712131
"Creta",2005,"Volkswagen","Furgão","Masculino",18,"TO",134207.658369723
"Creta",2010,"Chevrolet","Sedan","Masculino",24,"BA",63126.409079181
"Gol",2011,"Chevrolet","Picape","Feminino",26,"SP",104755.544738146
"Onix",2020,"Ford","Perua","Feminino",26,"MS",81060.6561615132
"HB20",2022,"Volkswagen","Minivan","Feminino",61,"PI",8113.02467328496
"Corolla",2014,"Toyota","SUV","Masculino",18,"SP",149559.99645798
"Gol",2024,"Honda","SUV","Feminino",56,"MS",18018.0226905504
"HB20",2001,"Toyota","Hatch","Masculino",60,"PI",11345.6444755429
"Civic",2023,"Jeep","Esportivo","Feminino",32,"SC",138560.14280878
"Prisma",2019,"Toyota","Crossover","Masculino",20,"ES",195055.70623863
"Prisma",2018,"Toyota","Sedan","Masculino",39,"MS",115036.071705958
"Corolla",2016,"Jeep","Minivan","Masculino",56,"MT",10511.3931436092
"HB20",2016,"Ford","Minivan","Masculino",57,"DF",26367.3005959019
"Prisma",2001,"Honda","Picape","Masculino",30,"ES",52078.7881131517
"Ka",2012,"Volkswagen","Crossover","Feminino",37,"SE",123282.668955391
"Onix",2016,"Volkswagen","Furgão","Masculino",38,"TO",116453.015602287
"Jeep Renegade",2018,"Honda","Esportivo","Masculino",36,"RR",147571.363331354
"Prisma",2012,"Toyota","Crossover","Feminino",22,"PB",52293.0203087395
"Creta",2008,"Volkswagen","Picape","Feminino",52,"RO",29677.5602811715
"Fox",2018,"Toyota","Picape","Masculino",63,"PE",16767.13795783
"Prisma",2010,"Honda","Perua","Feminino",28,"ES",179647.969019623
"Civic",2006,"Ford","Sedan","Masculino",25,"TO",91283.4784626262
"Creta",2012,"Ford","Esportivo","Masculino",26,"DF",11954.0177196031
"Corolla",2020,"Ford","Picape","Feminino",65,"RN",13012.5928772381
"HB20",2014,"Ford","Hatch","Masculino",49,"MS",35935.6807560893
"Corolla",2015,"Volkswagen","Picape","Feminino",48,"MG",17989.4577068044
"Creta",2018,"Ford","Perua","Masculino",24,"RR",178943.722510245
"Creta",2019,"Ford","Hatch","Masculino",58,"ES",15838.4262833511
"Onix",2016,"Toyota","Sedan","Masculino",26,"PR",195721.137982397
"Gol",2013,"Chevrolet","Furgão","Feminino",48,"PI",65471.3314534631
"Creta",2017,"Hyundai","Picape","Feminino",23,"AM",141973.725677747
"Ka",2011,"Hyundai","Furgão","Masculino",41,"RO",37881.7219768418
"Gol",2018,"Toyota","Hatch","Feminino",45,"MA",61432.0453560213
"Onix",2021,"Volkswagen","SUV","Feminino",58,"AC",9950.19912761636
"Ka",2008,"Toyota","Hatch","Feminino",37,"SE",11035.8917221893
"Fox",2022,"Toyota","Sedan","Feminino",58,"CE",38217.9947059136
"Fox",2003,"Jeep","Minivan","Masculino",58,"AC",9932.14378436096
"Gol",2024,"Hyundai","Hatch","Feminino",25,"PE",197060.611301987
"Corolla",2008,"Jeep","Perua","Feminino",44,"RN",2261.9943868136
"Corolla",2019,"Volkswagen","Crossover","Masculino",61,"PB",39245.4279951984
"Prisma",2004,"Chevrolet","SUV","Masculino",53,"RR",10503.5154542653
"Civic",2024,"Chevrolet","Minivan","Masculino",38,"MT",186847.805989487
"Civic",2003,"Jeep","Esportivo","Feminino",54,"RJ",45884.2385746073
"Prisma",2003,"Chevrolet","Furgão","Masculino",53,"PB",22537.6785286469
"Gol",2020,"Chevrolet","Minivan","Masculino",52,"RJ",22709.9089819239
"HB20",2013,"Toyota","Furgão","Feminino",62,"PE",25537.8525075736
"HB20",2013,"Toyota","Esportivo","Feminino",55,"BA",36649.6052674484
"Fox",2019,"Toyota","Furgão","Feminino",59,"GO",2358.37146777194
"Fox",2009,"Jeep","Picape","Feminino",37,"GO",31725.2889662515
"Ka",2017,"Volkswagen","SUV","Masculino",36,"PI",76336.7227358976
"Creta",2024,"Volkswagen","Sedan","Masculino",40,"RS",146362.233765982
"Jeep Renegade",2015,"Toyota","Picape","Feminino",37,"MA",45306.0982355382
"Civic",2012,"Toyota","Furgão","Feminino",38,"AP",70246.2006987073
"Creta",2018,"Honda","Sedan","Feminino",29,"AC",80748.1962344144
"Fox",2018,"Hyundai","Esportivo","Masculino",29,"RN",13645.8474345738
"Jeep Renegade",2004,"Toyota","Minivan","Masculino",24,"PE",250966.428568144
"Jeep Renegade",2005,"Chevrolet","Perua","Masculino",61,"TO",37840.5437990325
"Jeep Renegade",2012,"Ford","Minivan","Feminino",58,"AL",38454.1698743822
"HB20",2006,"Hyundai","Crossover","Masculino",26,"SP",151107.723331754
"HB20",2005,"Chevrolet","Picape","Masculino",36,"RO",48654.2471084045
"Creta",2014,"Toyota","SUV","Feminino",27,"DF",193857.2212592
"Corolla",2014,"Chevrolet","Picape","Masculino",43,"PB",37778.7824866828
"Prisma",2008,"Volkswagen","Esportivo","Masculino",34,"BA",132669.804319134
"Creta",2001,"Ford","Hatch","Feminino",24,"SE",17218.2089646114
"Ka",2005,"Hyundai","Furgão","Feminino",56,"DF",34345.8377587609
"Gol",2024,"Toyota","Hatch","Feminino",34,"SC",197459.895601869
"Gol",2001,"Chevrolet","Picape","Masculino",51,"SC",19790.7518733991
"Prisma",2014,"Ford","Furgão","Masculino",25,"SE",137121.82722101
"Gol",2024,"Toyota","Hatch","Feminino",42,"TO",82399.2090451531
"Onix",2012,"Chevrolet","Picape","Feminino",39,"SC",193926.565485029
"Prisma",2007,"Ford","Minivan","Masculino",43,"SC",92744.2975865444
"Civic",2015,"Ford","Crossover","Feminino",41,"BA",58584.2645304278
"Onix",2006,"Hyundai","SUV","Feminino",55,"AM",13277.8325261548
"Jeep Renegade",2011,"Chevrolet","Minivan","Masculino",49,"SP",31592.9627683247
"HB20",2004,"Toyota","Perua","Masculino",22,"AC",162449.607765768
"Ka",2011,"Chevrolet","Furgão","Masculino",51,"PB",2031.93600324448
"Fox",2003,"Volkswagen","Esportivo","Masculino",46,"SC",87108.0441448372
"Jeep Renegade",2008,"Toyota","Esportivo","Masculino",52,"MS",22279.9392743502
"Gol",2000,"Hyundai","Perua","Feminino",43,"GO",52716.1280844361
"Fox",2012,"Honda","Esportivo","Feminino",18,"AC",118252.9248351
"Civic",2010,"Chevrolet","Minivan","Feminino",49,"PA",64801.7345623579
"Ka",2022,"Ford","Sedan","Feminino",62,"AP",22107.1670811623
"Gol",2017,"Volkswagen","Furgão","Masculino",21,"RN",66599.9378038337
"Fox",2019,"Honda","Hatch","Feminino",25,"AM",137803.268429032
"Corolla",2021,"Volkswagen","Furgão","Masculino",38,"TO",109010.528498399
"Onix",2022,"Jeep","Esportivo","Masculino",50,"AL",20510.3577895556
"Civic",2010,"Volkswagen","Furgão","Feminino",59,"ES",5251.66751956567
"Prisma",2018,"Jeep","Sedan","Masculino",49,"RR",12652.6789522031
"Prisma",2003,"Chevrolet","Minivan","Masculino",57,"CE",27175.2976421732
"Civic",2002,"Jeep","Minivan","Masculino",60,"MG",35356.0640480136
"Jeep Renegade",2005,"Chevrolet","Perua","Masculino",20,"SP",1251.86163510662
"Ka",2021,"Chevrolet","Furgão","Feminino",55,"TO",47833.1319465069
"Jeep Renegade",2016,"Volkswagen","Esportivo","Masculino",57,"BA",32564.8303790484
"Prisma",2023,"Toyota","Perua","Feminino",45,"BA",55878.6691511283
"Prisma",2003,"Chevrolet","SUV","Masculino",60,"RR",17637.7071094001
"Onix",2022,"Toyota","Perua","Feminino",59,"PE",1759.16133723222
"HB20",2022,"Honda","Crossover","Feminino",58,"MA",41524.9786907341
"Prisma",2017,"Toyota","Perua","Feminino",51,"MA",18762.0937330415
"Ka",2017,"Jeep","Picape","Feminino",43,"MA",54708.5596157704
"Corolla",2003,"Toyota","SUV","Feminino",23,"RS",128433.537054202
"HB20",2013,"Ford","Minivan","Feminino",40,"SE",26290.2600398986
"Gol",2022,"Honda","Picape","Feminino",43,"GO",18965.9750398481
"Onix",2000,"Honda","Furgão","Feminino",56,"RO",23159.7786168801
"HB20",2013,"Hyundai","Perua","Feminino",63,"RO",10640.5838213162
"Creta",2015,"Volkswagen","Sedan","Feminino",21,"SE",168647.868937114
"HB20",2019,"Volkswagen","Sedan","Masculino",20,"RO",213290.60487987
"HB20",2019,"Jeep","Minivan","Feminino",29,"RR",45385.979680717
"Creta",2017,"Ford","SUV","Masculino",57,"MS",36076.7633457901
"Jeep Renegade",2000,"Honda","Perua","Feminino",22,"SP",195547.598836874
"Prisma",2024,"Chevrolet","Minivan","Feminino",26,"GO",144932.82696039
"Corolla",2005,"Ford","Minivan","Feminino",60,"RS",38895.3646814683
"Gol",2004,"Toyota","SUV","Masculino",59,"BA",5052.40428408142
"Onix",2001,"Hyundai","Hatch","Masculino",37,"AL",44887.6684982562
"Prisma",2002,"Volkswagen","Sedan","Masculino",32,"AC",40335.0551247364
"Jeep Renegade",2011,"Ford","Perua","Masculino",43,"PE",8658.2475183066
"Onix",2007,"Hyundai","Furgão","Feminino",54,"RS",38130.2552431356
"HB20",2013,"Hyundai","Furgão","Masculino",41,"DF",33870.5377976876
"Fox",2015,"Jeep","Esportivo","Masculino",35,"ES",16291.6076535126
"Fox",2023,"Volkswagen","Sedan","Masculino",43,"PR",73515.5216732528
"Onix",2014,"Volkswagen","Minivan","Feminino",61,"MA",27433.797318046
"Civic",2013,"Volkswagen","Hatch","Masculino",29,"PB",190079.045361024
"Ka",2004,"Chevrolet","Crossover","Feminino",26,"PI",108856.51882519
"Onix",2012,"Hyundai","Sedan","Feminino",55,"CE",16679.3110825587
"Ka",2002,"Toyota","SUV","Masculino",65,"AM",42156.929764268
"Onix",2015,"Chevrolet","Perua","Feminino",63,"PR",43586.0957138706
"HB20",2005,"Hyundai","Esportivo","Feminino",43,"ES",66569.1046640975
"Ka",2024,"Toyota","Furgão","Masculino",34,"AM",46469.3800049834
"Prisma",2007,"Jeep","SUV","Masculino",36,"MS",85440.2766862884
"Gol",2002,"Volkswagen","Crossover","Masculino",26,"MG",154167.398824706
"Fox",2000,"Volkswagen","SUV","Feminino",43,"RO",25822.0284574432
"HB20",2015,"Ford","SUV","Feminino",55,"PE",45273.1343971333
"Gol",2021,"Honda","Picape","Masculino",53,"SE",18350.816818024
"Gol",2006,"Hyundai","Esportivo","Masculino",63,"CE",32164.8157780757
"Fox",2011,"Honda","Esportivo","Feminino",63,"AM",13590.7116946299
"HB20",2001,"Jeep","Hatch","Masculino",33,"CE",182941.750955232
"Jeep Renegade",2006,"Chevrolet","Hatch","Masculino",32,"PE",121756.637952314
"Civic",2011,"Chevrolet","Hatch","Masculino",43,"PE",70273.3391526621
"Onix",2014,"Ford","Perua","Feminino",37,"MT",42263.3020544657
"Creta",2022,"Ford","Picape","Feminino",27,"AM",119116.126279905
"Onix",2024,"Hyundai","Hatch","Feminino",38,"PI",87515.0178630836
"Jeep Renegade",2003,"Volkswagen","Sedan","Feminino",62,"AC",30206.9745907327
"Jeep Renegade",2014,"Honda","Crossover","Masculino",51,"CE",35470.4416060355
"Corolla",2007,"Volkswagen","Hatch","Masculino",20,"PE",181524.62214476
"Onix",2019,"Ford","Sedan","Feminino",55,"TO",10086.9812922319
"Ka",2008,"Toyota","Minivan","Feminino",26,"RN",692.875568033196
"Ka",2023,"Chevrolet","Sedan","Feminino",23,"ES",186162.222863361
"Civic",2008,"Chevrolet","Furgão","Masculino",54,"PR",2274.49683139566
"HB20",2010,"Honda","Crossover","Feminino",44,"PA",42010.2136049652
"Jeep Renegade",2016,"Honda","Hatch","Feminino",44,"PR",52004.9130090978
"Ka",2005,"Toyota","Esportivo","Feminino",39,"PB",65365.1277958183
"Gol",2009,"Hyundai","Esportivo","Feminino",55,"RN",5080.10869834106
"Ka",2005,"Jeep","Crossover","Feminino",65,"MT",25283.0097149592
"Jeep Renegade",2015,"Chevrolet","SUV","Feminino",62,"MT",14309.7577923443
"Ka",2019,"Jeep","Sedan","Feminino",45,"DF",27779.4615403283
"Ka",2014,"Ford","Hatch","Masculino",55,"PA",36304.4673480093
"Corolla",2005,"Honda","Crossover","Feminino",60,"SP",13621.0731524508
"Onix",2006,"Ford","SUV","Masculino",49,"CE",72893.3078523027
"Jeep Renegade",2021,"Volkswagen","Esportivo","Masculino",57,"MS",35382.2896127589
"Fox",2007,"Volkswagen","Hatch","Masculino",63,"AP",21232.4954323936
"Corolla",2011,"Toyota","Crossover","Feminino",37,"RR",106214.461104991
"Creta",2009,"Honda","Crossover","Feminino",58,"SC",32697.4290562561
"Civic",2010,"Volkswagen","Esportivo","Masculino",60,"AC",18043.7879221747
"Ka",2022,"Hyundai","Perua","Feminino",53,"AM",18751.4039395843
"Corolla",2001,"Ford","Sedan","Feminino",60,"MA",38808.9339991799
"Jeep Renegade",2001,"Honda","Esportivo","Masculino",35,"PA",177495.821952564
"Gol",2016,"Toyota","Minivan","Masculino",50,"RS",62892.8203026066
"Onix",2006,"Toyota","Perua","Masculino",45,"RJ",41043.1223925669
"Jeep Renegade",2017,"Chevrolet","Picape","Feminino",36,"RS",73681.2914768001
"Gol",2018,"Volkswagen","Sedan","Feminino",61,"AM",18146.1730971001
"HB20",2020,"Ford","Furgão","Feminino",46,"SC",17530.858658161
"HB20",2006,"Toyota","Minivan","Feminino",44,"SE",52191.9788623927
"HB20",2006,"Honda","SUV","Masculino",18,"ES",260978.103251173
"Jeep Renegade",2023,"Jeep","Esportivo","Feminino",59,"TO",31957.2044874774
"Fox",2023,"Volkswagen","Hatch","Feminino",49,"CE",51320.7965072477
"Onix",2006,"Ford","Crossover","Masculino",28,"PR",57125.2711120294
"Jeep Renegade",2010,"Hyundai","Minivan","Feminino",29,"CE",162347.334265173
"Corolla",2020,"Jeep","Perua","Masculino",43,"MT",13598.9363504108
"Civic",2024,"Volkswagen","SUV","Masculino",34,"MA",124744.848384638
"Onix",2000,"Ford","Picape","Masculino",55,"RS",44547.5055161165
"HB20",2022,"Toyota","SUV","Feminino",33,"MT",10226.6183042899
"Creta",2020,"Hyundai","Sedan","Feminino",55,"AL",23751.3255970785
"Corolla",2003,"Volkswagen","Perua","Feminino",23,"TO",196830.87620982
"Ka",2021,"Jeep","Esportivo","Masculino",56,"AM",1114.68005192
"Ka",2024,"Chevrolet","Crossover","Feminino",34,"PE",48697.6535706781
"Civic",2008,"Honda","Crossover","Masculino",62,"CE",7786.6416631965
"Corolla",2010,"Hyundai","Esportivo","Masculino",32,"MA",19840.0591973914
"Prisma",2007,"Honda","Esportivo","Masculino",37,"RJ",52402.1070603514
"Fox",2023,"Honda","Picape","Masculino",21,"RO",263065.085988678
"Creta",2001,"Ford","Minivan","Masculino",49,"RR",45778.6060543498
"Corolla",2022,"Ford","Esportivo","Feminino",31,"MT",149411.181311845
"Jeep Renegade",2015,"Toyota","Minivan","Masculino",56,"MA",39387.2829773463
"HB20",2020,"Jeep","Hatch","Feminino",51,"RN",34120.5928201787
"Fox",2021,"Honda","Crossover","Feminino",29,"RJ",31618.4466998791
"Civic",2008,"Honda","Esportivo","Masculino",26,"MA",198873.695977731
"HB20",2017,"Hyundai","Sedan","Feminino",34,"PE",39346.8743453501
"Onix",2010,"Ford","Hatch","Feminino",29,"RJ",83932.1655818261
"Fox",2019,"Honda","SUV","Feminino",40,"RJ",182832.880335161
"Gol",2003,"Ford","Esportivo","Masculino",51,"AL",1040.88319425937
"Onix",2003,"Honda","Picape","Feminino",53,"RO",38080.6853122776
"Gol",2019,"Chevrolet","Esportivo","Masculino",26,"MA",60666.3861939451
"HB20",2016,"Chevrolet","SUV","Feminino",26,"AM",36528.5835436778
"Creta",2019,"Jeep","Perua","Feminino",53,"SP",41695.2752959216
"Onix",2021,"Hyundai","Sedan","Feminino",29,"MG",108733.891676366
"Onix",2000,"Honda","Crossover","Feminino",56,"RN",25553.1384230824
"Onix",2012,"Jeep","Esportivo","Masculino",63,"PA",27482.5667083031
